champ,role,winrate,banrate,pickrate,change
Rakan,SUPPORT,62.5,0.19,5.74,no change
Rammus,JUNGLE,44.44,2.08,2.14,no change
Rek'Sai,JUNGLE,50.0,2.57,4.26,no change
Rell,SUPPORT,54.95,16.29,14.59,no change
Renekton,TOP,51.92,12.74,7.54,nerf
Renekton,MID,43.75,12.74,1.56,nerf
Rengar,JUNGLE,73.91,10.79,5.17,no change
Riven,TOP,57.86,4.58,7.47,no change
Riven,MID,56.25,4.58,1.07,no change
Rumble,MID,52.27,0.76,1.95,no change
Rumble,TOP,47.06,0.76,1.53,no change
Ryze,MID,47.78,0.24,3.45,no change
Ryze,TOP,47.83,0.24,0.9,no change
Samira,ADC,50.49,35.85,15.07,tweak
Sejuani,,0.0,0.0,0.0,no change
Senna,ADC,49.25,12.72,15.57,no change
Senna,SUPPORT,46.75,12.72,7.16,no change
Seraphine,SUPPORT,54.55,37.4,14.33,no change
Seraphine,MID,51.02,37.4,3.54,no change
Seraphine,ADC,50.0,37.4,2.64,no change
Sett,SUPPORT,62.64,1.1,3.27,no change
Sett,MID,43.48,1.1,1.34,no change
Sett,TOP,35.48,1.1,3.34,no change
Shaco,JUNGLE,48.15,5.1,3.41,no change
Shen,TOP,57.25,2.53,6.12,no change
Shyvana,TOP,47.06,1.28,0.54,no change
Shyvana,JUNGLE,40.0,1.28,3.83,no change
Singed,,0.0,0.0,0.0,no change
Sion,TOP,51.52,0.18,2.8,no change
Sivir,ADC,59.52,0.1,3.18,no change
Skarner,JUNGLE,53.19,1.37,3.56,nerf
Sona,SUPPORT,54.17,0.73,2.41,no change
Soraka,,0.0,0.0,0.0,buff
Swain,,0.0,0.0,0.0,no change
Sylas,MID,51.85,2.31,5.59,no change
Sylas,TOP,56.36,2.31,2.44,no change
Syndra,MID,45.65,1.25,5.59,no change
Tahm Kench,,0.0,0.0,0.0,no change
Taliyah,JUNGLE,58.26,6.44,5.55,no change
Talon,MID,48.94,1.62,2.85,buff
Taric,SUPPORT,39.13,0.33,1.38,no change
Teemo,,0.0,0.0,0.0,no change
Thresh,SUPPORT,54.26,13.02,19.8,no change
Tristana,ADC,55.06,0.78,5.02,no change
Tristana,MID,55.26,0.78,1.78,no change
Trundle,,0.0,0.0,0.0,no change
Tryndamere,TOP,42.42,2.5,1.71,buff
Twisted Fate,MID,54.43,1.95,8.04,no change
Twitch,SUPPORT,61.29,6.03,1.43,no change
Twitch,ADC,51.69,6.03,5.23,no change
Udyr,JUNGLE,51.26,53.1,12.72,no change
Urgot,TOP,66.67,0.61,2.22,buff
Varus,,0.0,0.0,0.0,tweak
Vayne,TOP,65.38,6.93,1.28,no change
Vayne,ADC,52.58,6.93,12.32,no change
Veigar,,0.0,0.0,0.0,buff
Vel'Koz,MID,55.36,0.37,1.66,no change
Vi,JUNGLE,62.5,0.16,1.39,tweak
Viego,JUNGLE,49.19,42.52,9.17,tweak
Viego,MID,50.77,42.52,4.51,tweak
Viego,TOP,46.39,42.52,4.35,tweak
Viktor,MID,56.64,1.43,5.97,no change
Vladimir,MID,53.41,3.9,3.95,no change
Vladimir,TOP,47.69,3.9,2.19,no change
Volibear,TOP,51.92,1.53,3.97,no change
Warwick,,0.0,0.0,0.0,no change
Wukong,TOP,62.5,1.99,4.21,no change
Xayah,ADC,58.46,0.35,9.42,no change
Xerath,MID,45.65,0.33,1.68,no change
Xin Zhao,,0.0,0.0,0.0,no change
Yasuo,MID,56.03,7.88,5.41,no change
Yasuo,TOP,55.88,7.88,1.3,no change
Yasuo,ADC,40.0,7.88,1.21,no change
Yone,MID,56.12,28.38,12.08,no change
Yone,TOP,56.45,28.38,2.68,no change
Yorick,TOP,54.55,0.25,0.92,no change
Yuumi,SUPPORT,50.43,7.54,8.51,no change
Zac,,0.0,0.0,0.0,no change
Zed,MID,44.95,12.48,7.06,no change
Ziggs,MID,45.0,0.05,0.65,no change
Zilean,SUPPORT,48.28,0.39,2.8,no change
Zoe,MID,58.39,4.59,6.04,no change
Zyra,,0.0,0.0,0.0,no change
