champ,role,winrate,banrate,pickrate,change
Aatrox,TOP,48.3,2.52,3.68,no change
Ahri,MID,50.49,1.7,5.95,no change
Akali,MID,47.53,10.93,6.07,no change
Akali,TOP,46.94,10.93,2.55,no change
Akshan,MID,48.79,27.98,6.16,nerf
Akshan,TOP,48.85,27.98,1.2,nerf
Akshan,ADC,46.69,27.98,3.37,nerf
Alistar,SUPPORT,50.71,1.45,4.41,no change
Amumu,JUNGLE,53.0,1.16,4.11,tweak
Anivia,MID,51.38,2.49,2.7,no change
Anivia,SUPPORT,48.01,2.49,0.51,no change
Annie,MID,52.58,1.56,3.34,no change
Aphelios,ADC,48.83,2.12,5.67,no change
Ashe,ADC,51.93,5.29,18.41,no change
Aurelion Sol,MID,49.5,0.19,0.54,no change
Azir,MID,44.94,0.21,1.03,no change
Bard,SUPPORT,48.6,0.35,2.2,no change
Blitzcrank,SUPPORT,50.67,16.43,7.6,no change
Brand,SUPPORT,52.3,10.34,6.66,no change
Brand,MID,53.8,10.34,1.22,no change
Braum,SUPPORT,50.66,0.45,3.08,no change
Caitlyn,ADC,48.4,8.61,14.11,no change
Camille,TOP,50.83,6.99,6.37,no change
Cassiopeia,MID,50.1,2.08,3.06,no change
Cassiopeia,TOP,50.1,2.08,0.72,no change
Cho'Gath,TOP,50.16,1.39,2.41,no change
Cho'Gath,MID,51.96,1.39,0.47,no change
Corki,MID,51.58,0.28,1.12,no change
Corki,ADC,48.44,0.28,0.13,no change
Darius,TOP,47.43,20.12,6.2,no change
Diana,JUNGLE,49.5,11.24,7.42,no change
Diana,MID,50.93,11.24,3.25,no change
Dr. Mundo,TOP,51.82,6.39,4.46,no change
Dr. Mundo,JUNGLE,49.82,6.39,0.58,no change
Draven,ADC,49.17,6.22,4.42,no change
Ekko,JUNGLE,50.26,3.17,4.37,buff
Ekko,MID,50.32,3.17,3.34,buff
Elise,JUNGLE,48.62,3.53,2.25,no change
Evelynn,JUNGLE,47.82,6.1,5.78,buff
Ezreal,ADC,49.03,10.73,21.04,no change
Fiddlesticks,JUNGLE,51.07,2.45,4.14,no change
Fiora,TOP,50.45,9.62,6.13,no change
Fizz,MID,50.09,7.35,4.0,no change
Galio,MID,50.93,0.79,2.0,no change
Galio,SUPPORT,49.09,0.79,1.81,no change
Gangplank,TOP,44.7,0.91,2.56,tweak
Gangplank,MID,44.54,0.91,0.53,tweak
Garen,TOP,51.46,3.9,6.9,no change
Garen,MID,53.92,3.9,0.88,no change
Gnar,TOP,48.66,1.34,3.23,no change
Gragas,TOP,46.87,0.2,0.36,no change
Gragas,JUNGLE,46.75,0.2,1.54,no change
Gragas,SUPPORT,47.72,0.2,0.37,no change
Graves,MID,54.12,5.17,2.37,nerf
Graves,JUNGLE,49.87,5.17,6.69,nerf
Gwen,TOP,45.83,6.62,2.78,no change
Gwen,JUNGLE,47.84,6.62,0.52,no change
Gwen,MID,45.51,6.62,0.39,no change
Hecarim,JUNGLE,49.14,1.98,3.39,no change
Heimerdinger,MID,52.18,1.76,1.19,no change
Heimerdinger,TOP,49.68,1.76,1.11,no change
Illaoi,TOP,51.02,5.9,3.35,no change
Irelia,TOP,51.87,36.41,9.04,nerf
Irelia,MID,52.38,36.41,7.31,nerf
Ivern,JUNGLE,49.19,0.28,0.85,no change
Janna,SUPPORT,49.67,0.19,2.65,no change
Jarvan IV,JUNGLE,51.63,1.48,6.23,no change
Jax,TOP,50.4,4.93,5.41,no change
Jax,JUNGLE,51.11,4.93,1.99,no change
Jayce,TOP,46.77,0.8,2.88,no change
Jayce,MID,48.05,0.8,0.87,no change
Jhin,ADC,50.91,4.88,16.59,no change
Jinx,ADC,49.33,1.23,8.47,no change
Kai'Sa,ADC,48.43,3.24,11.98,no change
Kalista,ADC,46.93,0.34,1.81,no change
Karma,SUPPORT,46.76,1.12,5.02,no change
Karthus,JUNGLE,49.41,0.88,1.69,no change
Karthus,MID,48.63,0.88,0.22,no change
Kassadin,MID,48.92,3.96,2.97,no change
Katarina,MID,49.43,16.18,9.1,no change
Kayle,MID,54.57,1.15,0.99,no change
Kayle,TOP,51.71,1.15,3.24,no change
Kayn,JUNGLE,50.55,12.12,12.61,nerf
Kennen,MID,53.37,0.52,0.67,no change
Kennen,TOP,50.48,0.52,2.46,no change
Kha'Zix,JUNGLE,49.27,8.36,8.46,no change
Kindred,JUNGLE,48.6,1.76,3.97,no change
Kled,MID,54.87,1.02,0.28,no change
Kled,TOP,50.36,1.02,1.64,no change
Kog'Maw,ADC,51.65,0.94,2.8,no change
LeBlanc,MID,47.87,11.33,6.81,no change
Lee Sin,JUNGLE,47.59,19.18,14.83,no change
Leona,SUPPORT,50.81,24.39,10.45,nerf
Lillia,TOP,53.33,0.84,1.06,no change
Lillia,JUNGLE,51.33,0.84,2.51,no change
Lissandra,MID,49.03,0.54,1.89,buff
Lucian,MID,45.61,2.6,3.72,tweak
Lucian,ADC,45.71,2.6,6.02,tweak
Lulu,SUPPORT,49.09,18.42,9.75,no change
Lux,SUPPORT,50.09,7.5,13.48,no change
Lux,MID,51.34,7.5,5.12,no change
Malphite,TOP,51.46,5.35,5.43,no change
Malphite,MID,51.95,5.35,1.4,no change
Malphite,SUPPORT,48.37,5.35,1.67,no change
Malzahar,MID,52.87,5.11,3.52,no change
Malzahar,TOP,51.8,5.11,0.44,no change
Maokai,TOP,51.88,0.4,0.89,no change
Maokai,SUPPORT,51.97,0.4,2.3,no change
Master Yi,JUNGLE,52.2,24.33,10.92,no change
Miss Fortune,ADC,50.61,1.84,11.4,no change
Mordekaiser,TOP,50.69,11.45,7.77,no change
Mordekaiser,MID,53.24,11.45,1.05,no change
Morgana,SUPPORT,50.27,34.64,11.63,no change
Nami,SUPPORT,51.14,0.2,3.98,buff
Nasus,TOP,52.35,6.54,5.84,no change
Nautilus,SUPPORT,49.74,10.35,7.88,no change
Neeko,MID,50.23,0.6,1.85,no change
Neeko,SUPPORT,48.08,0.6,0.86,no change
Nidalee,JUNGLE,45.79,1.36,4.08,no change
Nocturne,JUNGLE,50.9,10.18,6.4,no change
Olaf,JUNGLE,47.66,1.47,1.76,no change
Olaf,TOP,45.04,1.47,0.28,no change
Orianna,MID,47.5,0.25,2.49,no change
Ornn,TOP,52.08,0.55,3.22,no change
Pantheon,MID,50.75,3.64,2.89,no change
Pantheon,TOP,48.91,3.64,0.99,no change
Pantheon,SUPPORT,46.75,3.64,2.81,no change
Poppy,JUNGLE,50.04,0.86,2.0,no change
Poppy,TOP,48.15,0.86,0.9,no change
Pyke,SUPPORT,47.78,13.17,8.29,no change
Qiyana,MID,45.81,1.54,3.26,no change
Quinn,MID,52.73,1.05,0.28,no change
Quinn,TOP,49.89,1.05,1.58,no change
Rakan,SUPPORT,49.18,0.21,3.26,no change
Rammus,JUNGLE,52.03,5.34,2.85,no change
Rek'Sai,JUNGLE,47.18,0.55,1.3,no change
Rell,SUPPORT,51.07,0.91,1.84,no change
Renekton,TOP,45.9,3.6,4.23,no change
Renekton,MID,48.78,3.6,0.96,no change
Rengar,TOP,47.48,1.51,0.99,tweak
Rengar,JUNGLE,44.85,1.51,2.84,tweak
Riven,MID,53.15,1.67,0.73,no change
Riven,TOP,48.99,1.67,4.46,no change
Rumble,MID,49.9,0.32,0.42,no change
Rumble,TOP,47.46,0.32,0.47,no change
Rumble,JUNGLE,46.57,0.32,0.92,no change
Ryze,MID,46.49,0.51,3.51,no change
Ryze,TOP,46.48,0.51,1.24,no change
Samira,ADC,49.89,29.21,9.84,no change
Sejuani,JUNGLE,50.51,0.23,1.73,no change
Senna,SUPPORT,48.71,5.18,7.75,buff
Seraphine,MID,52.36,2.06,0.62,no change
Seraphine,SUPPORT,49.47,2.06,4.63,no change
Sett,TOP,50.79,16.01,11.32,no change
Sett,MID,53.12,16.01,1.88,no change
Sett,SUPPORT,46.44,16.01,1.83,no change
Shaco,JUNGLE,49.48,26.39,7.2,no change
Shaco,SUPPORT,51.69,26.39,1.68,no change
Shen,TOP,50.2,1.06,3.88,no change
