champ,role,winrate,banrate,pickrate,change
Shen,SUPPORT,50.01,1.06,0.61,no change
Shyvana,JUNGLE,51.34,0.57,2.76,no change
Singed,TOP,50.65,0.22,1.29,no change
Sion,TOP,50.81,0.19,2.11,no change
Sivir,ADC,50.73,1.07,4.55,no change
Skarner,JUNGLE,51.6,0.14,0.74,no change
Sona,SUPPORT,53.4,0.55,5.67,no change
Soraka,SUPPORT,50.97,0.77,4.62,no change
Swain,MID,53.1,4.87,0.62,no change
Swain,SUPPORT,51.67,4.87,4.37,no change
Swain,ADC,54.01,4.87,0.65,no change
Sylas,MID,48.11,9.02,6.83,no change
Sylas,TOP,46.89,9.02,2.94,no change
Syndra,MID,47.35,0.9,3.34,no change
Tahm Kench,TOP,50.04,25.14,6.45,nerf
Taliyah,MID,46.96,0.07,0.1,no change
Taliyah,JUNGLE,47.5,0.07,0.55,no change
Taliyah,SUPPORT,48.83,0.07,0.1,no change
Talon,MID,48.93,2.85,3.74,no change
Taric,SUPPORT,51.96,0.17,1.15,no change
Teemo,TOP,50.9,6.65,5.95,buff
Thresh,SUPPORT,47.67,7.18,12.46,no change
Tristana,ADC,49.61,10.04,11.21,no change
Trundle,JUNGLE,52.81,2.7,4.3,no change
Trundle,TOP,51.15,2.7,2.42,no change
Trundle,SUPPORT,51.04,2.7,0.97,no change
Tryndamere,TOP,47.74,4.69,3.98,no change
Tryndamere,MID,50.44,4.69,0.83,no change
Tryndamere,JUNGLE,47.25,4.69,0.53,no change
Twisted Fate,MID,46.92,0.16,2.56,no change
Twitch,ADC,49.61,2.18,4.56,no change
Twitch,JUNGLE,45.02,2.18,0.64,no change
Udyr,JUNGLE,48.36,0.82,1.47,no change
Urgot,TOP,51.19,3.07,3.6,no change
Varus,ADC,48.42,0.76,5.28,no change
Vayne,ADC,51.19,13.84,13.38,no change
Vayne,TOP,49.53,13.84,2.23,no change
Veigar,MID,51.19,1.81,4.41,no change
Veigar,ADC,52.99,1.81,0.8,no change
Veigar,SUPPORT,49.6,1.81,1.34,no change
Vel'Koz,MID,51.79,0.84,1.31,no change
Vel'Koz,SUPPORT,50.3,0.84,2.57,no change
Vi,JUNGLE,52.25,0.73,3.72,tweak
Viego,JUNGLE,50.45,27.15,12.17,tweak
Viego,MID,50.03,27.15,1.49,tweak
Viktor,MID,51.32,0.38,2.29,no change
Vladimir,MID,49.86,4.29,3.44,no change
Vladimir,TOP,48.61,4.29,1.44,no change
Volibear,JUNGLE,51.27,3.5,4.38,no change
Volibear,TOP,49.79,3.5,2.88,no change
Warwick,JUNGLE,51.91,4.62,7.79,no change
Warwick,TOP,50.39,4.62,1.15,no change
Wukong,TOP,51.88,1.57,2.94,no change
Wukong,MID,53.69,1.57,0.44,no change
Wukong,JUNGLE,50.87,1.57,0.66,no change
Xayah,ADC,47.89,0.4,3.52,tweak
Xerath,MID,51.02,8.19,2.64,no change
Xerath,SUPPORT,50.8,8.19,5.5,no change
Xin Zhao,JUNGLE,50.24,13.17,7.47,no change
Yasuo,MID,51.45,28.5,13.76,no change
Yasuo,TOP,51.22,28.5,3.13,no change
Yasuo,ADC,51.25,28.5,2.29,no change
Yone,MID,51.11,14.63,8.89,no change
Yone,TOP,50.3,14.63,2.77,no change
Yorick,TOP,52.13,2.42,2.94,no change
Yuumi,SUPPORT,49.74,11.2,9.23,no change
Zac,JUNGLE,52.52,1.59,3.83,no change
Zed,MID,48.67,45.76,11.4,tweak
Ziggs,ADC,52.82,8.04,4.66,no change
Ziggs,MID,50.59,8.04,2.12,no change
Zilean,SUPPORT,51.21,0.68,2.66,no change
Zoe,MID,45.22,0.78,2.11,no change
Zyra,SUPPORT,52.75,3.63,5.72,no change
