champ,role,winrate,banrate,pickrate,change
Seraphine,SUPPORT,50.22,3.3,4.09,buff
Seraphine,ADC,54.6,3.3,0.62,buff
Seraphine,MID,51.47,3.3,0.83,buff
Sett,TOP,51.6,7.69,10.59,no change
Sett,MID,51.57,7.69,2.36,no change
Sett,SUPPORT,45.6,7.69,2.91,no change
Shaco,JUNGLE,53.33,22.32,7.17,nerf
Shaco,SUPPORT,45.97,22.32,1.45,nerf
Shen,TOP,50.99,5.45,7.49,no change
Shyvana,JUNGLE,50.88,0.17,1.09,no change
Shyvana,TOP,48.42,0.17,0.18,no change
Singed,MID,52.45,0.24,0.21,tweak
Singed,TOP,47.68,0.26,1.28,tweak
Sion,TOP,52.76,0.34,3.82,no change
Sion,MID,53.97,0.34,0.54,no change
Sivir,ADC,50.34,0.72,3.74,no change
Skarner,TOP,54.5,0.18,0.12,no change
Skarner,JUNGLE,52.25,0.19,0.92,no change
Sona,SUPPORT,55.5,0.09,2.04,no change
Soraka,SUPPORT,51.25,0.35,3.56,no change
Swain,ADC,55.26,2.28,1.1,no change
Swain,MID,53.69,2.28,0.61,no change
Swain,SUPPORT,45.66,2.28,2.35,no change
Sylas,MID,51.13,17.36,13.23,no change
Sylas,TOP,49.99,17.36,5.68,no change
Syndra,MID,47.64,0.47,2.32,no change
Tahm Kench,ADC,50.95,0.36,0.82,no change
Tahm Kench,TOP,46.69,0.27,0.71,no change
Tahm Kench,SUPPORT,41.18,0.36,0.61,no change
Taliyah,JUNGLE,51.13,0.22,1.51,no change
Taliyah,MID,50.38,0.22,0.17,no change
Talon,MID,52.31,5.91,4.38,no change
Talon,TOP,53.85,5.91,0.46,no change
Taric,SUPPORT,48.4,0.19,1.38,no change
Teemo,TOP,52.77,1.4,2.07,buff
Teemo,MID,53.33,1.62,0.34,buff
Thresh,SUPPORT,50.89,20.49,18.1,no change
Tristana,ADC,51.12,11.7,15.39,no change
Trundle,JUNGLE,59.05,0.18,1.0,no change
Trundle,TOP,56.04,0.16,0.62,no change
Trundle,SUPPORT,49.96,0.18,0.14,no change
Tryndamere,TOP,47.91,2.43,2.21,no change
Tryndamere,MID,50.69,2.43,0.68,no change
Twisted Fate,MID,50.73,0.54,3.69,no change
Twitch,ADC,50.24,1.98,4.64,no change
Udyr,JUNGLE,49.59,9.95,5.55,no change
Urgot,TOP,52.72,4.7,5.08,nerf
Urgot,MID,57.12,4.7,0.58,nerf
Varus,ADC,49.53,4.52,11.33,no change
Vayne,ADC,53.44,7.55,10.43,no change
Veigar,MID,51.28,0.49,2.08,no change
Veigar,ADC,53.23,0.49,0.82,no change
Veigar,SUPPORT,50.2,0.49,0.5,no change
Vel'Koz,MID,53.72,0.45,1.69,no change
Vel'Koz,SUPPORT,47.7,0.45,1.47,no change
Vi,JUNGLE,50.99,0.25,2.23,tweak
Viego,MID,50.54,14.89,3.36,no change
Viego,JUNGLE,48.4,14.89,6.54,no change
Viego,TOP,51.66,14.89,1.44,no change
Viktor,MID,52.43,0.75,5.4,no change
Vladimir,MID,53.79,12.5,5.18,no change
Vladimir,TOP,50.67,12.5,2.77,no change
Volibear,TOP,50.84,4.82,3.35,no change
Volibear,JUNGLE,52.6,4.82,4.04,no change
Warwick,JUNGLE,49.71,0.6,2.37,no change
Warwick,TOP,51.64,0.6,0.84,no change
Wukong,TOP,52.77,2.4,4.05,no change
Wukong,MID,52.18,2.4,0.68,no change
Xayah,ADC,49.25,0.22,3.91,no change
Xerath,MID,51.87,2.15,3.46,no change
Xerath,SUPPORT,49.91,2.15,3.6,no change
Xin Zhao,JUNGLE,54.05,2.16,6.7,no change
Yasuo,MID,50.42,14.62,7.8,no change
Yasuo,TOP,52.22,14.62,1.81,no change
Yasuo,ADC,52.31,14.62,1.62,no change
Yone,MID,50.6,19.91,8.13,no change
Yone,TOP,52.54,19.91,2.23,no change
Yorick,MID,50.95,1.56,0.16,no change
Yorick,TOP,46.64,1.24,1.26,no change
Yuumi,SUPPORT,47.71,9.49,8.88,no change
Zac,JUNGLE,54.28,1.55,4.92,no change
Zed,MID,50.54,33.52,10.51,no change
Ziggs,ADC,57.53,0.08,0.36,no change
Ziggs,MID,48.04,0.08,0.92,no change
Zilean,SUPPORT,54.76,1.22,3.62,no change
Zilean,MID,55.87,1.22,0.59,no change
Zoe,MID,47.93,2.38,4.13,no change
Zyra,SUPPORT,52.77,1.12,3.66,no change
